2023-03-02 17:14:07.090671

Network Edges:
ID			From			To			Length
-161503540#0		2401209536		2401209556		65.97
-161503540#1		2401209422		2401209536		183.13
-161503540#2		1734799769		2401209422		224.96
-161503541		1734799643		1734799706		55.6
-161503546		1734799661		2401209401		168.41
-161503551#0		1734808331		2401208968		93.48
-161503551#1		2401390934		1734808331		111.56
-161503551#2		1734799582		2401390934		175.85
-161503553		1734799580		1734799534		10.18
-161503593		2401390892		1734808331		539.92
-231791561#0		2401209469		2401209446		47.04
-231791561#1		2401209446		2401209469		44.47
-231791562#0		2401209046		2401209052		73.94
-231791562#1		2742026871		2401209046		14.91
-231791562#2		2401209075		2742026871		123.18
-231791562#3		2742026921		2401209075		25.78
-231791562#4		2742026901		2742026921		122.3
-231791562#5		2401209048		2742026901		17.58
-231791562#6		2401209050		2401209048		74.49
-231791563#0		2401209585		2401209577		61.29
-231791563#1		2401209606		2401209585		127.29
-231791564#0		2401209668		2401209627		292.8
-231791564#1		2401209673		2401209668		85.75
-231791565#0		2401209379		2401209359		7.59
-231791565#1		2401209395		2401209379		6.79
-231791565#2		2401209434		2401209395		28.61
-231791565#3		2401209426		2401209434		115.3
-231791565#4		2401209413		2401209426		16.38
-231791565#5		2401209389		2401209413		18.08
-231791566#0		2401209203		2401209132		30.09
-231791566#1		2401209355		2401209203		131.95
-231791566#2		2401209418		2401209355		126.16
-231791566#3		2401209419		2401209418		103.09
-231791567#0		2401209379		2401209377		94.25
-231791567#1		2401209442		2401209379		80.54
-231791567#2		2401209413		2401209442		300.24
-231791567#3		2401209377		2401209413		41.09
-231791567#4		2401209395		2401209377		75.91
-231791568		1734799514		2401209325		98.86
-231791569		2401209162		2401209020		244.56
-231791570		2401209361		2401209338		15.43
-231791571		2401209445		2401209422		51.79
-231791572		2401209283		2401209285		17.92
-231791573		2401209588		2401209585		25.71
-231791574		2401209606		1734799643		125.26
-231791575		2401209351		2401209355		73.45
-231791576		2401209489		2401209384		171.12
-231791577		2401208970		2401209046		199.78
-231791578#0		2401209020		2401209016		113.49
-231791578#1		2401209022		2401209020		233.65
-231791579		1734799744		838310065		315.42
-231791580#0		2401209527		2401209536		89.72
-231791580#1		2401209486		2401209527		68.7
-231791580#2		2401209445		2401209486		48.58
-231791580#3		2401209443		2401209445		0.2
-231791580#4		2401209424		2401209443		101.69
-231791580#5		2401209446		2401209424		18.17
-231791580#6		2401209474		2401209446		13.89
-231791580#7		2401209497		2401209474		28.96
-231791580#8		2401209527		2401209497		185.96
-231791581#0		2401209359		2401209334		106.61
-231791581#1		2401209361		2401209359		13.49
-231791581#2		2401209378		2401209361		44.83
-231791582#0		2401209093		2401209115		14.83
-231791582#1		2401209095		2401209093		0.2
-231791582#2		2401209123		2401209095		13.94
-231791583		2401209048		2401208972		200.73
-231791585#0		2401209606		1734799787		60.25
-231791585#1		2401209625		2401209606		61.78
-231791586#0		2401209005		2401208974		75.46
-231791586#1		2401209022		2401209005		14.53
-231791586#2		2401209086		2401209022		130.32
-231791586#3		2401209144		2401209086		90.9
-231791587#0		2401209197		2401209200		75.63
-231791587#1		2401209244		2401209197		97.61
-231791588#0		2401209197		2401209126		17.15
-231791588#1		2401209384		2401209197		145.91
-231791588#2		2401209382		2401209384		25.47
-231791590		2401209486		2401209484		94.84
-231791591#0		2401209434		2401209426		98.87
-231791591#1		2401209442		2401209434		19.69
-231791591#2		838312051		2401209442		35.22
-231791592#0		2401209253		2401209203		22.67
-231791592#1		2401209294		2401209253		4.21
-231791592#2		2401209325		2401209294		24.87
-231791592#3		2401209351		2401209325		19.09
-231791592#4		2401209418		2401209351		50.97
-231791593#0		6102776411		2401209086		49.97
-231791593#1		6102776407		6102776411		40.29
-231791593#2		6102775860		6102776407		22.32
-231791593#3		2401209005		6102775860		154.71
-231791594		2401209253		2401209294		159.64
-231791595#0		2401209283		2401209150		50.64
-231791595#1		2401209334		2401209283		39.0
-231791595#2		2401209389		2401209334		65.64
-231791595#3		2401209407		2401209389		225.56
-231791596#0		2401209401		2401209443		186.23
-231791596#1		2401209424		2401209401		21.96
-231791597#0		2401209338		2401209317		103.33
-231791597#1		2401209285		2401209338		275.36
-231791597#2		2401209317		2401209285		18.59
-231791598#0		2401209484		2401209497		10.33
-231791598#1		2401209474		2401209484		100.59
-231791599		2401209472		2401209156		357.39
-231791612		2401209621		838312058		63.99
-231791613		838312061		2401209631		18.7
-231791614		2401209631		2401209621		22.17
-231791618		2401209613		1734808344		383.77
-231793617#0		1734799682		1734799743		88.6
-231793617#1		6102775862		1734799682		63.11
-231793617#2		2713731835		6102775862		105.72
-231793617#3		1734799534		2713731835		33.85
-231793620#0		2401209529		1734808344		63.19
-231793620#1		6046759215		2401209529		378.74
-231793620#2		2401208968		6046759215		366.4
-231793620#3		2401208957		2401208968		537.26
-231793621		1734808344		506157801		474.04
-231793622#0		2401209378		1734799520		157.85
-231793622#1		838312051		2401209378		79.63
-231793622#2		2401209472		838312051		6.74
-231793622#3		2401209556		2401209472		151.03
-231793622#4		1734799744		2401209556		36.65
-231793622#5		838312058		1734799744		11.6
-231793623#0		2401209016		1479067753		102.25
-231793623#1		2401209050		2401209016		70.88
-231793623#2		1734799520		2401209050		157.4
-231793624#0		2401209625		2401209613		133.87
-231793624#1		838310065		2401209625		0.2
-231793625#0		2401209052		1734799703		141.79
-231793625#1		1734799582		2401209052		191.14
-231793626#0		1734799501		1734799534		78.82
-231793626#1		2401209144		1734799501		147.76
-231793626#2		1734799661		2401209144		128.48
-231793626#3		1734799769		1734799661		32.76
-231793626#4		2401209162		1734799769		62.9
-231793626#5		2401209156		2401209162		29.38
-231793626#6		1734799520		2401209156		78.91
-231793627#0		2733773949		1479067753		178.21
-231793627#1		2733773944		2733773949		65.45
-231793627#2		2401208974		2733773944		87.08
-231793627#3		2733822563		2401208974		16.36
-231793627#4		1734799743		2733822563		127.23
-231808100#0		2401390847		2401390848		184.15
-231808100#1		2401390804		2401390847		187.53
-231808101#0		4534994388		2401390806		2.57
-231808101#1		2401390801		4534994388		124.74
-231808101#2		2401390795		2401390801		61.37
-231808101#3		2401390789		2401390795		73.38
-231808101#4		2401390804		2401390789		211.65
-231808101#5		2401390805		2401390804		80.7
-231808102#0		2401390778		2401390779		76.77
-231808102#1		2401390809		2401390778		77.2
-231808102#2		2401390831		2401390809		33.14
-231808102#3		2401390837		2401390831		74.29
-231808103#0		2401390786		2401390757		91.44
-231808103#1		2401390826		2401390786		173.79
-231808103#2		2401390832		2401390826		2.45
-231808103#3		2401390840		2401390832		13.52
-231808103#4		2401390842		2401390840		13.65
-231808104#0		2401390917		2401390906		69.8
-231808104#1		2401390903		2401390917		71.66
-231808104#2		2401390880		2401390903		238.24
-231808105#0		2401390880		2401390882		84.12
-231808105#1		2401390902		2401390880		287.17
-231808105#2		2401390926		2401390902		219.32
-231808106		2401390749		2401390795		136.73
-231808107		2401390838		2401390840		70.64
-231808108		2401390761		2401390764		80.61
-231808110		2401390748		2401390789		129.54
-231808112		2401390783		2401390786		61.94
-231808113#0		2401390852		2401390847		11.4
-231808113#1		2401390870		2401390852		30.24
-231808114#0		2401390902		2401390903		54.95
-231808114#1		2401390901		2401390902		59.52
-231808114#2		4534994946		2401390901		0.2
-231808115#0		2401390926		2401390934		93.02
-231808115#1		2401390917		2401390926		80.2
-231808116#0		4534994969		2401390725		0.2
-231808116#1		2401390730		4534994969		153.46
-231808116#2		2401390710		2401390730		232.15
-231808116#3		2401390735		2401390710		157.11
-231808116#4		2401390730		2401390735		386.91
-231808118#0		2401390848		2401390801		122.91
-231808118#1		2401390871		2401390848		55.08
-231808120		2401390762		2401390767		60.24
-231808122		2401390773		2401390769		61.94
-231808124		2401390710		9481522243		249.11
-231808125#0		2401390809		2401390808		88.68
-231808125#1		2401390806		2401390809		77.08
-231808126		2401390852		2401390849		204.64
-231808127#0		2401390769		2401390778		17.21
-231808127#1		2401390767		2401390769		0.51
-231808127#2		2401390761		2401390767		7.83
-231808127#3		2401390754		2401390761		16.08
-231808128#0		2401390831		2401390832		66.49
-231808128#1		2401390818		2401390831		70.41
-231808129#0		2401390808		2401390826		29.12
-231808129#1		2401390783		2401390808		48.82
-231808129#2		2401390779		2401390783		3.31
-231808129#3		2401390764		2401390779		43.6
-231808129#4		2401390755		2401390764		16.76
-231808132#0		1195044782		2401390872		338.67
-231808132#1		837956951		1195044782		130.63
-231808132#2		837956968		837956951		448.28
-231808154#0		2401390757		1195044782		5.75
-231808154#1		2401390755		2401390757		74.25
-231808154#2		2401390754		2401390755		79.6
-231808154#3		2401390751		2401390754		89.24
-231808159#0		3738577680		2401363138		103.72
-231808159#1		2877898290		3738577680		329.52
-231808159#2		2401390759		2877898290		157.39
-231808162#0		2401390872		1148784410		281.82
-231808162#1		2401208957		2401390872		158.5
-231820206#0		2401503951		2401503926		363.94
-231820206#1		2713725851		2401503951		247.27
-231820209		2401503951		2401503952		148.2
-231820215#0		4534995022		2478523793		0.1
-231820215#1		2730580466		4534995022		243.52
-231820216#0		4534994915		1148784419		0.1
-231820216#1		9722186847		4534994915		431.0
-231820216#2		1148784425		9722186847		78.15
-231820216#3		2401208952		1148784425		483.8
-236668161#0		2733181778		3684963096		175.93
-236668161#1		2733181783		2733181778		49.3
-236668161#2		2733181776		2733181783		78.9
-236668161#3		8640236592		2733181776		72.58
-236668161#4		3799158620		8640236592		0.2
-236668173#0		2484585634		2401390759		191.3
-236668173#1		2739341918		2484585634		55.6
-236668173#2		7281789504		2739341918		148.37
-236668173#3		2478523793		7281789504		88.93
-236669235#0		2401208970		1734799582		121.79
-236669235#1		2751749653		2401208970		44.15
-236669235#2		2751749659		2751749653		140.93
-236669235#3		2401208972		2751749659		49.74
-236669235#4		2751749683		2401208972		41.15
-236669235#5		1479067753		2751749683		64.94
-240079264		2478523681		2478523661		125.64
-240079265#0		6805911917		2478523681		279.39
-240079265#1		6984995934		6805911917		3.39
-240079267#0		7933382143		2570974075		213.09
-240079267#1		6984995932		7933382143		53.65
-240079268#0		2481900334		2478523652		38.84
-240079268#1		2481900299		2481900334		26.13
-240079268#10		2481900122		2481900221		45.22
-240079268#11		2478523694		2481900122		10.07
-240079268#12		2481896227		2478523694		0.2
-240079268#13		2478523776		2481896227		0.2
-240079268#2		2478523691		2481900299		113.97
-240079268#3		2481900391		2478523691		0.2
-240079268#4		2481900367		2481900391		5.75
-240079268#5		2481900384		2481900367		9.18
-240079268#6		2481900220		2481900384		3.91
-240079268#7		2481900385		2481900220		2.76
-240079268#8		2481900378		2481900385		5.8
-240079268#9		2481900221		2481900378		0.2
-240079271#0		2478523745		2570974076		21.86
-240079271#1		2478523750		2478523745		27.76
-240079271#2		2570974076		2478523750		53.58
-240079272#0		2720458068		2478523750		8.3
-240079272#1		2478523704		2720458068		54.38
-240079273		2478523760		2478523759		152.96
-240079274#0		2478523768		2570974075		181.89
-240079274#1		2478523681		2478523768		185.96
-240079275		7845563046		2478523776		0.2
-240079280#0		2481902634		2478523794		37.87
-240079280#1		2481902631		2481902634		36.59
-240079280#2		2478523797		2481902631		27.57
-240079280#3		2484585622		2478523797		99.37
-240079281#0		2481902606		2478523759		37.74
-240079281#1		2478523797		2481902606		4.18
-240451937#0		2481900165		2478523691		15.92
-240451937#1		2481900266		2481900165		11.07
-240451937#2		2481896245		2481900266		18.31
-240451937#3		2481896253		2481896245		78.4
-240451937#4		2481896069		2481896253		4.77
-240451949#0		2481900249		2481896227		56.56
-240451949#1		2481900183		2481900249		166.67
-240451949#2		2481896245		2481900183		118.94
-240451951		2481896254		2481896253		90.38
-240452473#0		2481900315		2481900311		17.7
-240452473#1		2481900319		2481900315		9.07
-240452474		2481900305		2481900315		13.17
-240453454#0		3523337822		2481908669		32.13
-240453454#1		2481908675		3523337822		89.45
-240453456		1479955261		2481908678		32.44
-240453457		2481908685		2481908684		37.18
-240560815		4534995079		837956951		419.04
-240617291#0		2483380293		2483380288		188.48
-240617291#1		2483380297		2483380293		91.28
-240617291#2		2483380292		2483380297		86.49
-240617292		2483380294		2483380293		142.79
-240617293		2483380297		2483380295		121.54
-240617294		2483380300		2483380298		110.94
-240617295		2483380302		2483380301		111.16
-240747960#0		2481908685		1479955261		23.88
-240747960#1		2481908675		2481908685		41.26
-265762563#0		2713731851		1734799682		73.67
-265762563#1		2713731849		2713731851		62.42
-265762563#2		2713731833		2713731849		58.75
-265762565#0		2713731841		2713731835		75.06
-265762565#1		2713731853		2713731841		22.48
-265762565#2		2733263582		2713731853		50.28
-265762565#3		2713731849		2733263582		47.98
-265762567#0		2713731858		2713731841		21.76
-265762567#1		2733263580		2713731858		50.69
-265762567#2		2713731851		2733263580		44.08
-265762569		2713731858		2713731853		6.18
-267612556#0		9722186846		2730580466		137.69
-267612556#1		2401503926		9722186846		26.48
-267612556#10		2401390870		2401208955		196.83
-267612556#11		2401390871		2401390870		170.49
-267612556#12		2751749844		2401390871		0.2
-267612556#13		4534994698		2751749844		176.18
-267612556#14		1148784410		4534994698		0.2
-267612556#2		2401239653		2401503926		152.34
-267612556#3		2733796960		2401239653		81.55
-267612556#4		2733796942		2733796960		61.51
-267612556#5		2733773961		2733796942		51.54
-267612556#6		2751749918		2733773961		0.2
-267612556#7		2733773957		2751749918		65.92
-267612556#8		2733796743		2733773957		84.47
-267612556#9		2401208955		2733796743		72.76
-267929674#0		2733181787		2733181776		75.39
-267929674#1		2733181777		2733181787		238.76
-267929675#0		2733181784		2733181778		63.02
-267929675#1		2733181779		2733181784		227.34
-267929677#0		2733181786		2733181782		120.31
-267929677#1		2733181785		2733181786		2.77
-267929677#2		2733181783		2733181785		63.15
-267929678		2733181785		2733181784		48.65
-267929679		2733181787		2733181786		79.39
-267936777		2733263582		2733263580		35.64
-268000578#0		1125840591		3799158620		202.2
-268000578#1		2401503924		1125840591		301.78
-268000578#2		2877898283		2401503924		69.56
-268000578#3		2401390759		2877898283		126.51
-268005505#0		2733773953		2733773944		94.03
-268005505#1		2733822558		2733773953		49.57
-268005505#2		2733773948		2733822558		95.23
-268005505#3		2733773964		2733773948		33.57
-268005505#4		2733773945		2733773964		73.49
-268005507#0		2733796742		2733773947		90.86
-268005507#1		2733773950		2733796742		60.89
-268005507#2		2733773948		2733773950		65.14
-268005508#0		6450706889		2733773949		92.37
-268005508#1		2733773950		6450706889		158.32
-268005509#0		6450706889		2733773952		173.58
-268005509#1		2733773953		6450706889		65.27
-268005512#0		8526783241		2733773954		81.3
-268005512#1		2733773956		8526783241		83.9
-268005513		2733773957		2733773956		124.14
-268005515#0		2733773959		2733773956		9.79
-268005515#1		2733773958		2733773959		0.2
-268005516#0		2733773945		2733773959		43.74
-268005516#1		2733773960		2733773945		18.53
-268005517#0		2733796949		2733773960		54.67
-268005517#1		2733773961		2733796949		83.91
-268005518#0		2733796962		2733773962		77.73
-268005518#1		2733796946		2733796962		62.76
-268005518#2		2733773964		2733796946		88.03
-268008085#0		8526783241		2733796742		146.94
-268008085#1		2733796743		8526783241		124.52
-268008101#0		2733796951		2733796942		83.73
-268008101#1		2733796946		2733796951		119.08
-268008102		2733796951		2733796949		52.77
-268008105		2733796962		2733796960		219.57
-268013263#0		8480471077		2733822558		32.98
-268013263#1		2733822559		8480471077		67.24
-268013264#0		2733822566		2733822560		23.35
-268013264#1		8480471075		2733822566		69.25
-268013264#2		2733822562		8480471075		85.48
-268013265#0		8480471075		2733822563		64.83
-268013265#1		2733822573		8480471075		14.93
-268013265#2		2733822565		2733822573		0.2
-268013266#0		8480471076		2733822566		15.32
-268013266#1		8480471077		8480471076		52.68
-268013266#2		2733822568		8480471077		46.65
-268013267		2733822569		2733822568		73.08
-268013268#0		8480471076		2733822572		10.24
-268013268#1		2733822573		8480471076		69.31
-268013269#0		2733822576		2733822565		14.34
-268013269#1		2733822575		2733822576		50.63
-268013270#0		2733822606		2733822576		113.17
-268013270#1		2733822609		2733822606		5.55
-268013270#2		2733822615		2733822609		0.2
-268013270#3		2733822616		2733822615		30.83
-268013271		2733822615		2733822569		105.84
-268013272		2733822616		2733822568		270.71
-268013273		2733822608		2733822606		29.44
-268013274		2733822610		2733822609		29.84
-268599171		2739341905		2739341904		84.48
-268599172#0		2739341906		7281789504		7.64
-268599172#1		2739341922		2739341906		20.58
-268599172#2		2739341924		2739341922		31.42
-268599172#3		2739341905		2739341924		48.71
-268599172#4		2739341927		2739341905		43.87
-268599172#5		2739341916		2739341927		39.68
-268599172#6		3062518796		2739341916		28.65
-268599172#7		2739341917		3062518796		20.54
-268599173#0		2739341920		2739341906		143.9
-268599173#1		2739341919		2739341920		0.2
-268599173#10		2739341915		2739341916		36.07
-268599173#2		2739341943		2739341919		163.32
-268599173#3		2739341923		2739341943		4.34
-268599173#4		2739341947		2739341923		22.46
-268599173#5		2739341946		2739341947		35.37
-268599173#6		2739341935		2739341946		31.97
-268599173#7		2739341931		2739341935		64.74
-268599173#8		2739341921		2739341931		127.19
-268599173#9		2739341916		2739341921		115.83
-268599176		2739341919		2739341918		6.36
-268599183		2739341941		2739341931		149.19
-268889895		2741897799		2741897822		712.4
-268906202#0		2742026851		2401209093		5.7
-268906202#1		2742026854		2742026851		0.2
-268906202#2		2401209095		2742026854		5.71
-268906203#0		2742026915		2742026851		4.05
-268906203#1		2742026863		2742026915		76.92
-268906203#2		2742026877		2742026863		85.32
-268906203#3		2742026871		2742026877		32.53
-268906204		2742026877		2742026863		74.57
-268906205#0		2742026918		2742026854		0.2
-268906205#1		2742026886		2742026918		87.78
-268906205#2		2742026892		2742026886		63.23
-268906206#0		2742026892		2742026886		108.89
-268906206#1		2742026901		2742026892		27.61
-268906208		2401209075		2742026915		52.36
-268906209		2742026921		2742026918		53.37
-270081577#0		4534994913		2751698634		0.2
-270081577#1		2751749769		4534994913		107.35
-270081577#2		2828217475		2751749769		248.85
-270081577#3		2751749688		2828217475		44.58
-270081577#4		2828217474		2751749688		3.99
-270081577#5		2751698635		2828217474		85.22
-270087460#0		2751749667		2751749653		44.98
-270087460#1		2751749679		2751749667		181.21
-270087460#2		2751749659		2751749679		68.77
-270087461#0		4534995096		2751749661		0.2
-270087461#1		2751749663		4534995096		61.22
-270087462#0		2751749673		2751749663		118.73
-270087462#1		2751749667		2751749673		0.2
-270087464#0		2751749675		2751749663		18.22
-270087464#1		2751749677		2751749675		158.86
-270087464#2		2751749673		2751749677		41.53
-270087465		2751749677		2751749675		92.87
-270087466#0		2751749687		2751749679		75.92
-270087466#1		2751749685		2751749687		15.5
-270087466#2		2751749681		2751749685		67.99
-270087467		2751749685		2751749683		69.59
-270087468#0		2751749690		2751749687		14.87
-270087468#1		2751749696		2751749690		26.2
-270087468#2		2751749688		2751749696		19.52
-270087469		2751749696		2751749690		127.05
-270087471		2751749771		2751749769		69.66
-270087472		2751749771		2751749773		3.51
-270087473		2751749776		2751749773		3.57
-270087474		2751749778		2751749771		3.38
-270087475		2751749776		2751749778		3.84
-270087476#0		4534994886		2751749773		103.22
-270087476#1		2751749780		4534994886		0.2
-270087477		2751749782		2751749778		119.7
-270087478		2751749784		2751749776		67.62
-270087479#0		2751749791		2751749784		14.15
-270087479#1		4534994364		2751749791		88.27
-270087479#2		2751749787		4534994364		0.2
-270087480		2751749789		2751749784		94.77
-270087481#0		2751749793		2751749791		49.97
-270087481#1		2751749838		2751749793		46.96
-270087481#2		2751749842		2751749838		39.89
-270087481#3		2751749815		2751749842		31.74
-270087481#4		2751749825		2751749815		55.54
-270087482		2751749835		2751749815		58.84
-270087483		2751749840		2751749838		7.49
-270087484		2751749844		2751749842		51.88
-270087485		2751749849		2751749846		67.22
-270087486#0		2751749849		2751749851		28.42
-270087486#1		2751749853		2751749849		78.55
-270087487		2751749853		2751749855		63.93
-270087489#0		2751749880		2751749859		190.24
-270087489#1		2751749881		2751749880		11.27
-270087490#0		2751749911		2751749880		67.24
-270087490#1		2751749894		2751749911		37.74
-270087491#0		2751749920		2751749896		0.2
-270087491#1		2751749911		2751749920		239.94
-270087492		2751749851		2751749896		169.91
-270087493		2751749920		2751749918		33.47
-270087494		2751749930		2751749853		157.8
-270087495#0		2751749930		2751749932		63.86
-270087495#1		2751749934		2751749930		135.5
-278455399#0		2828217454		2828217452		140.44
-278455399#1		2828217453		2828217454		80.14
-278455400		2828217474		2828217454		199.07
-278455401		2828217482		2828217475		45.95
-278571334		2829220477		9486211039		268.32
-278571335		2829220480		9486211038		273.36
-278571336#0		2829220482		2829220477		35.3
-278571336#1		2829220481		2829220482		39.21
-278571337#0		2829227802		2829220482		72.76
-278571337#1		2829220483		2829227802		55.58
-278571535#0		2829225699		2829220477		12.69
-278571535#1		2829227801		2829225699		71.77
-278571535#2		2829225700		2829227801		57.61
-278571535#3		2829241484		2829225700		56.37
-278571536#0		2829227802		2829227801		63.15
-278571536#1		2829227803		2829227802		75.73
-278571537#0		2829227813		2829227803		82.61
-278571537#1		2829227805		2829227813		55.96
-278571538#0		2829227807		2829227806		17.48
-278571538#1		2829227813		2829227807		43.35
-278571539		2829227807		2829227805		12.97
-278571540		1148754905		2829225699		186.34
-278571541#0		2829227816		2829227801		50.53
-278571541#1		2829241480		2829227816		36.48
-278571541#2		1148754909		2829241480		67.76
-278571542		2829227817		2829227816		57.9
-278572377#0		2829241483		2829241480		58.67
-278572377#1		1148754922		2829241483		29.15
-278572378#0		2829220483		2829241482		45.42
-278572378#1		2829225700		2829220483		63.38
-278572378#2		2829227817		2829225700		50.32
-278572378#3		2829241483		2829227817		34.77
-278572995		2829257347		2829227803		307.97
-279360268		2570974076		2570974075		135.54
-279360269		2570974075		2478523681		158.17
-279360271		2478523790		6984995934		306.48
-279360273#0		6984995931		2478523739		10.5
-279360273#1		7933382142		6984995931		50.01
-279360273#2		2478523760		7933382142		96.75
-279360273#3		2478523745		2478523760		81.93
-279360278#0		2478523705		2478523704		4.05
-279360278#1		2478523759		2478523705		131.02
-279360279#0		2481902625		2478523759		73.68
-279360279#1		2478523794		2481902625		13.67
-279360279#2		6805911915		2478523794		41.57
-279360280#0		2720460680		2478523776		341.1
-279360280#1		2478523704		2720460680		37.34
-282304746		2862381332		2862381328		99.54
-284004301		2877898282		2877898278		477.74
-284004302		2877898285		2877898283		136.93
-284004303		2877898290		2877898286		202.94
-284004304		2401503924		2877898278		243.84
-284004305#0		8526783240		3738577680		19.89
-284004305#1		2877898312		8526783240		10.51
-284004305#2		2877898315		2877898312		48.57
-284004305#3		2877898302		2877898315		29.23
-284004306#0		8526783240		2877898303		51.54
-284004306#1		2877898310		8526783240		66.26
-284004306#2		2877898305		2877898310		56.66
-284004306#3		2877898307		2877898305		32.78
-284004306#4		2877898304		2877898307		58.25
-284004307		2877898306		2877898305		110.98
-284004308		2877898308		2877898307		115.02
-284004309#0		2877898306		2877898308		38.28
-284004309#1		2877898309		2877898306		56.77
-284004309#2		2877898302		2877898309		70.85
-284004310#0		2877898314		2877898309		24.23
-284004310#1		2877898311		2877898314		46.6
-284004310#2		2877898310		2877898311		12.33
-284004311#0		2877898312		2877898311		66.17
-284004311#1		2877898313		2877898312		45.17
-284004312		2877898315		2877898314		66.55
-345687070#0		3523329191		3523329189		121.41
-345687070#1		3523330393		3523329191		77.16
-345687070#2		3523329191		3523330393		52.23
-345687071#0		3523330394		3523330393		20.56
-345687071#1		3523330398		3523330394		127.31
-345687072#0		3523330399		3523330394		37.58
-345687072#1		3523330398		3523330399		139.28
-345687072#2		3523330483		3523330398		6.13
-345687072#3		3523330406		3523330483		187.41
-345687072#4		3523330407		3523330406		25.67
-345687072#5		3523330409		3523330407		345.94
-345687075#0		3523330446		3523330416		594.76
-345687075#1		3523330448		3523330446		94.43
-345687076		3523330446		3523330407		74.86
-345687077#0		3523330448		3523330406		10.26
-345687077#1		3523330450		3523330448		36.07
-345687081		3523330409		3523330399		47.01
-345687082		3523330483		3523330411		67.03
-345687879		3523337825		2483380333		44.87
-417713709		2862381325		2862381332		48.59
-417713712		2862381328		2862381327		49.67
-417713714		2862381325		4182085029		26.18
-417713716		2862381327		2862381325		106.36
-457336173#0		4534994796		2401390751		0.2
-457336173#1		2401390749		4534994796		200.86
-457336173#2		2401390748		2401390749		75.17
-457336173#3		2401208952		2401390748		308.18
-573587766		5508348780		2751749881		24.46
-642235997#0		2713725851		7281789551		27.78
-642235997#1		1734799743		2713725851		234.28
-650572259		6102775861		6102775860		112.83
-650572262		6102775862		6102775861		0.2
-650572295		6102776411		6102776407		310.27
-688038729#0		6450706972		2478523790		156.27
-688038729#1		10102605938		6450706972		75.13
-688038729#10		2483380295		2483380292		33.42
-688038729#11		7933396690		2483380295		17.15
-688038729#12		10102383478		7933396690		24.23
-688038729#13		1148794191		10102383478		36.17
-688038729#2		7933396712		10102605938		118.85
-688038729#3		1148794192		7933396712		79.72
-688038729#4		6805911916		1148794192		12.33
-688038729#5		2483380301		6805911916		3.45
-688038729#6		2483380288		2483380301		0.2
-688038729#7		2483380298		2483380288		27.84
-688038729#8		2483380294		2483380298		0.2
-688038729#9		2483380292		2483380294		32.76
-70203362#0		2401390734		2401363132		263.03
-70203362#1		2401208952		2401390734		97.98
-70203362#10		2733773947		2828217453		85.3
-70203362#11		2751698635		2733773947		76.12
-70203362#12		2733773952		2751698635		65.98
-70203362#13		2751749681		2733773952		9.34
-70203362#14		1479067753		2751749681		70.67
-70203362#2		2751749932		2401208952		26.68
-70203362#3		2401390805		2751749932		144.37
