dateandtime,vehid,coord,gps_coord,spd,edge,lane,displacement,turn_angle,next_tls
2023-03-02 06:44:40.647,47,"[491.707990037937, 881.3729610214]","[114.30822130852607, 30.50429891466435]",98.03,231808165#1,231808165#1_1,1345.1,182.13,()
2023-03-02 06:44:40.648,48,"[1189.4278287758125, 2310.273028871989]","[114.31513036225395, 30.517328860615038]",20.83,231791571,231791571_0,1025.6,53.65,()
2023-03-02 06:44:40.648,49,"[2798.1754698143754, 1493.681899859787]","[114.33208084305224, 30.510312281474302]",40.45,725894816,725894816_0,599.59,102.45,()
2023-03-02 06:44:40.649,50,"[1998.2383183119446, 1714.7334535569214]","[114.32369834759128, 30.51213399316988]",41.57,779834469#6,779834469#6_0,646.23,285.0,()
2023-03-02 06:44:40.650,51,"[1856.1564765621793, 1723.6858893637548]","[114.32221694484427, 30.512184286324597]",51.72,642235997#1,642235997#1_0,647.78,270.81,()
2023-03-02 06:44:40.652,52,"[905.0909847153932, 1724.0160126898613]","[114.3123155341717, 30.511983310371388]",99.17,-236669235#3,-236669235#3_0,782.96,271.58,()
2023-03-02 06:44:40.653,53,"[1432.5963172662146, 1712.315259342494]","[114.31781015853022, 30.51199105387067]",97.01,231793627#2,231793627#2_0,1204.32,89.93,()
2023-03-02 06:44:40.653,54,"[1682.2646330047578, 1866.8298865796196]","[114.32037117539545, 30.513437352121862]",79.55,231793617#1,231793617#1_0,747.86,16.89,()
2023-03-02 06:44:40.654,56,"[646.7761506383151, 1725.9059035469143]","[114.30962582456978, 30.511944821570932]",59.29,236669235#0,236669235#0_0,789.55,91.2,()
2023-03-02 06:44:40.655,57,"[1804.3333989309658, 2246.1295765077125]","[114.32154822414583, 30.51688250338571]",78.51,799269880,799269880_0,839.02,16.08,()
2023-03-02 06:44:40.655,58,"[529.413686988444, 1487.4480851059166]","[114.3084632521362, 30.509770138148422]",51.13,236669232#2,236669232#2_1,437.37,183.16,()
2023-03-02 06:44:40.656,59,"[562.5524930314946, 2078.1010902394055]","[114.308661484822, 30.515101362550734]",36.25,231793625#0,231793625#0_0,651.96,182.97,()
2023-03-02 06:44:40.657,60,"[1469.4784790117812, 1835.1256311042305]","[114.31816372292947, 30.513105971636293]",50.38,:2401209022_3,:2401209022_3_0,334.44,1.76,()
2023-03-02 06:44:40.658,61,"[2245.7897195040478, 934.3189283793407]","[114.32646817581235, 30.50515223133842]",66.55,236668173#3,236668173#3_1,329.78,289.1,()
2023-03-02 06:44:40.658,62,"[2714.5029404187167, 2404.8717881951075]","[114.33098521513736, 30.518507971041604]",27.86,97049435#2,97049435#2_1,312.23,232.68,()
2023-03-02 06:44:40.659,63,"[2284.581031476259, 2130.3684077996445]","[114.32657682717577, 30.515941768944863]",89.06,-134626495,-134626495_0,546.15,68.29,()
2023-03-02 06:44:40.660,64,"[1620.4658175050542, 510.20800479087137]","[114.32006340084916, 30.50119551769072]",48.79,998139966#1,998139966#1_0,246.14,0.55,"(('3684963096', 5, 2712.7982721127514, 'G'), ('2401503980', 5, 2888.7282721127513, 'r'), ('3799178055', 0, 2905.7582721127515, 'G'))"
2023-03-02 06:44:40.661,65,"[699.3282888253211, 1665.7657367977688]","[114.31018786333603, 30.511414023000548]",48.77,270087462#0,270087462#0_0,221.23,91.74,()
2023-03-02 06:44:40.661,66,"[1713.467714678143, 497.13371332610313]","[114.32103474975196, 30.501097578827764]",40.67,:3523329191_7,:3523329191_7_0,152.44,142.61,()
2023-03-02 06:44:40.663,67,"[1012.3194451225548, 2358.6102575528635]","[114.313274440381, 30.517726540340668]",23.31,231793622#2,231793622#2_0,85.81,1.54,"(('838310065', 0, 549.9149202520387, 'r'),)"
2023-03-02 06:44:40.663,68,"[1242.2330695609369, 2336.5018848741884]","[114.31567363295649, 30.517576619889876]",22.9,:2401209445_1,:2401209445_1_0,110.04,328.01,()
2023-03-02 06:44:40.665,69,"[1409.3685243187365, 1546.7948404412307]","[114.31760932843801, 30.510494075567532]",21.02,:8480471077_0,:8480471077_0_0,78.24,182.86,()
2023-03-02 06:44:40.666,70,"[2262.058497641554, 1150.3284662622912]","[114.32658423423503, 30.507102829242154]",34.45,1072226224#0,1072226224#0_0,48.67,193.15,()
2023-03-02 06:44:40.667,71,"[1464.4439685510815, 1608.0621253288086]","[114.31816752900775, 30.51105814540698]",30.44,-268013268#1,-268013268#1_0,19.55,271.19,()
2023-03-02 06:44:40.669,72,"[2551.775361684198, 839.9140643563791]","[114.32967679383184, 30.50436659848715]",5.28,-725894815#2,-725894815#2_0,1.47,19.16,()
2023-03-02 06:44:40.672,11,"[539.2290230126613, 1706.9298412834942]","[114.30851090008228, 30.511750639652277]",37.9,236669232#0,236669232#0_1,3074.85,180.85,()
2023-03-02 06:44:40.674,14,"[1381.795802700155, 1715.4506334979642]","[114.31728050966063, 30.51200842329102]",96.69,-231793627#2,-231793627#2_0,2469.98,269.93,()
2023-03-02 06:44:40.675,17,"[535.9969458169716, 1482.457619016229]","[114.30853302676957, 30.50972657076816]",92.62,457336155#3,457336155#3_0,3368.19,2.79,()
2023-03-02 06:44:40.675,19,"[1087.010562020959, 1721.080843678715]","[114.31421017796978, 30.511995922802438]",37.31,:1479067753_1,:1479067753_1_0,3336.85,271.59,()
2023-03-02 06:44:40.676,20,"[1024.7853776864645, 2298.7702288096375]","[114.31341907286131, 30.517189823407215]",83.68,231793622#1,231793622#1_0,2449.35,343.76,"(('838310065', 0, 611.1064477380697, 'r'),)"
2023-03-02 06:44:40.677,23,"[2282.6208033064436, 726.9925490179918]","[114.32690274157012, 30.503291247956756]",40.31,268599172#4,268599172#4_0,2962.37,192.99,()
2023-03-02 06:44:40.678,24,"[2133.831670724517, 969.2824384143694]","[114.32529404896773, 30.50544346713485]",81.16,-231820215#1,-231820215#1_0,2509.3,111.05,()
2023-03-02 06:44:40.678,25,"[2704.0005522374863, 1813.8485051759544]","[114.33102152660864, 30.513178202395146]",21.82,:1148794191_0,:1148794191_0_0,2150.05,59.71,()
2023-03-02 06:44:40.679,29,"[1630.9338403370282, 1262.5036574188914]","[114.319986294661, 30.507978959337308]",82.62,161503499#2,161503499#2_0,2496.78,0.74,()
2023-03-02 06:44:40.680,30,"[802.2353327140505, 1725.907664918135]","[114.31124426359811, 30.511978259670894]",116.5,-236669235#2,-236669235#2_0,2200.47,271.02,()
2023-03-02 06:44:40.685,31,"[2007.8845143087635, 1712.1483843052865]","[114.32379941125637, 30.512112754879105]",45.44,779834469#6,779834469#6_0,1729.68,285.0,()
2023-03-02 06:44:40.686,32,"[1553.581404466937, 2077.1036531572768]","[114.31897941151747, 30.515305185684888]",94.19,231793626#1,231793626#1_0,1621.32,277.13,()
2023-03-02 06:44:40.687,33,"[607.9099723145807, 2596.2761186968237]","[114.30900494396563, 30.519781903447647]",26.42,-231791573,-231791573_0,2872.27,93.59,()
2023-03-02 06:44:40.688,34,"[2322.8638077428664, 887.0325172133287]","[114.32728219098831, 30.504742454412504]",9.4,-268599172#0,-268599172#0_0,2309.77,95.53,()
2023-03-02 06:44:40.689,37,"[1189.0710558986964, 1713.6828384112819]","[114.31527453743472, 30.511951144396594]",72.56,231793627#0,231793627#0_0,1775.59,92.48,()
2023-03-02 06:44:40.690,38,"[2568.733725132534, 1273.6974812142362]","[114.32974641991204, 30.508280375153866]",55.45,-688038729#1,-688038729#1_0,1462.84,194.28,()
2023-03-02 06:44:40.691,41,"[1115.6961207573804, 1002.5509206624616]","[114.3146869316232, 30.505525278891664]",84.11,-70203362#5,-70203362#5_0,1587.67,178.35,()
2023-03-02 06:44:40.691,43,"[1670.177858210872, 1827.0404261649937]","[114.32025518503502, 30.513076100866243]",76.57,231793617#1,231793617#1_0,1910.07,16.89,()
2023-03-02 06:44:40.692,45,"[508.59015288779995, 1167.7311225772341]","[114.30832590883027, 30.506883756060923]",33.71,236669232#5,236669232#5_0,1687.29,183.15,()
2023-03-02 06:44:40.692,46,"[1800.3572656060448, 1719.8931588187238]","[114.32163696686835, 30.512138153463173]",107.96,-642235997#1,-642235997#1_0,1394.08,88.04,()
2023-03-02 06:44:40.694,47,"[490.71514213304846, 854.6419330439367]","[114.30821761396682, 30.5040577496862]",96.3,231808165#1,231808165#1_1,1371.85,182.13,()
2023-03-02 06:44:40.695,48,"[1195.74117577486, 2313.729179870587]","[114.31519523566075, 30.51736136934461]",25.91,231791571,231791571_0,1032.8,61.3,()
2023-03-02 06:44:40.696,49,"[2804.779658833807, 1492.3584321714336]","[114.3321499233188, 30.51030175994863]",24.25,725894816,725894816_0,606.33,100.94,()
2023-03-02 06:44:40.696,50,"[1987.293179157246, 1717.4396745838646]","[114.32358373086714, 30.512156045547716]",40.57,:6805911915_3,:6805911915_3_0,657.5,283.86,()
2023-03-02 06:44:40.697,51,"[1839.9649920500772, 1723.914234663981]","[114.32204832164275, 30.512182878725678]",58.3,642235997#1,642235997#1_0,663.97,270.81,()
2023-03-02 06:44:40.698,52,"[876.193653481644, 1724.6215258043123]","[114.31201454187226, 30.511982559772616]",104.04,-236669235#2,-236669235#2_0,811.86,270.99,()
2023-03-02 06:44:40.700,53,"[1459.6219539737353, 1712.420091063103]","[114.31809149029834, 30.511997792854054]",97.29,231793627#2,231793627#2_0,1231.34,89.39,()
2023-03-02 06:44:40.700,54,"[1689.2486652284358, 1889.8230056086236]","[114.32043819734594, 30.513646108086252]",86.51,:6102775862_3,:6102775862_3_0,771.89,16.9,()
2023-03-02 06:44:40.701,56,"[658.9658181189718, 1725.650617311076]","[114.30975279089176, 30.511945141826324]",43.89,236669235#0,236669235#0_0,801.74,91.2,()
2023-03-02 06:44:40.702,57,"[1810.4582677103492, 2267.3714472206325]","[114.321606738526, 30.517075289205007]",79.59,799269880,799269880_0,861.13,16.08,()
2023-03-02 06:44:40.703,58,"[528.536590610394, 1471.4980670600828]","[114.30845808418464, 30.509626177331505]",57.5,:2401390901_1,:2401390901_1_1,453.34,183.14,()
2023-03-02 06:44:40.703,59,"[561.9454250155575, 2066.4057390752278]","[114.30865807091014, 30.51499581109451]",42.16,231793625#0,231793625#0_0,663.67,182.97,()
2023-03-02 06:44:40.704,60,"[1470.1618846436188, 1848.2837543198448]","[114.3181675797996, 30.513224725246534]",47.44,231791586#2,231791586#2_0,347.62,3.62,()
2023-03-02 06:44:40.704,61,"[2225.961411809714, 941.1686376830768]","[114.32626007051084, 30.505209738174184]",75.53,:2478523793_1,:2478523793_1_1,350.76,289.01,()
2023-03-02 06:44:40.705,62,"[2707.4385091167374, 2399.4861528759034]","[114.33091299072161, 30.51845791704877]",31.98,97049435#2,97049435#2_1,321.11,232.68,()
2023-03-02 06:44:40.706,63,"[2306.864202100217, 2139.2241541103767]","[114.32680663731365, 30.516026357311446]",86.32,-134626495,-134626495_0,570.13,68.46,()
2023-03-02 06:44:40.707,64,"[1620.6181876467772, 526.0293374882963]","[114.32006107417683, 30.50133816403045]",56.96,998139966#1,998139966#1_0,261.96,0.55,"(('3684963096', 5, 2696.9755415241184, 'G'), ('2401503980', 5, 2872.9055415241182, 'r'), ('3799178055', 0, 2889.9355415241184, 'G'))"
2023-03-02 06:44:40.707,65,"[712.5461624439331, 1665.3634886657355]","[114.31032556979312, 30.51141323902284]",47.6,270087462#0,270087462#0_0,234.45,91.74,()
2023-03-02 06:44:40.708,66,"[1713.5782042266253, 486.65135282481623]","[114.32103849134766, 30.5010031142614]",38.04,-345687070#0,-345687070#0_0,163.0,181.76,()
2023-03-02 06:44:40.709,67,"[1011.6735782180841, 2367.290509555095]","[114.3132655624616, 30.517804644883817]",31.34,:2401209472_4,:2401209472_4_0,94.51,355.74,"(('838310065', 0, 541.2095307521231, 'r'),)"
2023-03-02 06:44:40.709,68,"[1236.27363363144, 2338.6532536417853]","[114.31561105391711, 30.51759473328419]",24.32,:2401209445_9,:2401209445_9_0,116.8,280.28,()
2023-03-02 06:44:40.710,69,"[1407.0223813703444, 1542.938330897613]","[114.31758585865134, 30.51045881002344]",17.18,:8480471077_0,:8480471077_0_0,83.01,210.28,()
2023-03-02 06:44:40.711,70,"[2260.8416162638264, 1145.1191490870651]","[114.32657285159843, 30.507055612166067]",19.26,1072226224#0,1072226224#0_0,54.02,193.15,()
2023-03-02 06:44:40.712,71,"[1453.6545625890526, 1608.2863207773703]","[114.31805514852245, 30.511057853360658]",38.85,-268013268#1,-268013268#1_0,30.34,271.19,()
2023-03-02 06:44:40.714,72,"[2552.744361676219, 842.7032659812884]","[114.32968619376831, 30.50439194736439]",10.63,-725894815#2,-725894815#2_0,4.42,19.16,()
2023-03-02 06:44:40.718,11,"[539.0406909655768, 1694.2343779895327]","[114.30851209398428, 30.51163616332377]",45.71,236669232#0,236669232#0_1,3087.55,180.85,()
2023-03-02 06:44:40.719,14,"[1354.612257086665, 1715.4245879383795]","[114.31699751458937, 30.512002358866198]",97.86,-231793627#1,-231793627#1_0,2497.16,269.93,()
2023-03-02 06:44:40.721,17,"[537.3830521187233, 1507.6197376470523]","[114.30854120502569, 30.50995367819385]",90.71,457336155#3,457336155#3_0,3393.39,3.15,()
2023-03-02 06:44:40.722,19,"[1074.2749129752863, 1721.2354005778877]","[114.31407755212796, 30.51199458170003]",45.85,-236669235#5,-236669235#5_0,3349.59,270.64,()
2023-03-02 06:44:40.722,20,"[1019.9678637561027, 2319.382317651545]","[114.31336380275704, 30.517374584840066]",76.22,231793622#1,231793622#1_0,2470.53,347.28,"(('838310065', 0, 589.9337934945273, 'r'),)"
2023-03-02 06:44:40.723,23,"[2280.0521461424005, 715.8582278018459]","[114.32687874891342, 30.503190333783206]",41.14,268599172#4,268599172#4_0,2973.8,192.99,()
2023-03-02 06:44:40.724,24,"[2154.754204010491, 961.2308488460529]","[114.32551384294126, 30.505375361987557]",80.71,-231820215#1,-231820215#1_0,2531.72,111.05,()
2023-03-02 06:44:40.724,25,"[2709.6199096145606, 1815.7452988270281]","[114.33107956239719, 30.513196499138896]",21.56,240617302#2,240617302#2_0,2156.04,69.58,()
2023-03-02 06:44:40.725,29,"[1631.2592455891656, 1287.8590063108898]","[114.31998340970381, 30.508207582247607]",91.28,161503499#2,161503499#2_0,2522.14,0.74,()
2023-03-02 06:44:40.726,30,"[770.2478996031706, 1726.5611595008863]","[114.31091108945469, 30.511977274876244]",115.18,-236669235#2,-236669235#2_0,2232.47,271.17,()
2023-03-02 06:44:40.726,31,"[1998.7766555267426, 1714.589185393446]","[114.32370398777748, 30.512132807900418]",33.95,779834469#6,779834469#6_0,1739.11,285.0,()
2023-03-02 06:44:40.727,32,"[1526.7477488313496, 2080.4080457306363]","[114.31869922471444, 30.515329219898888]",97.33,231793626#1,231793626#1_0,1648.36,276.55,()
2023-03-02 06:44:40.728,33,"[616.9926091878369, 2595.7060194622836]","[114.30909964974167, 30.519778718758864]",32.77,-231791573,-231791573_0,2881.38,93.59,()
2023-03-02 06:44:40.729,34,"[2323.784418406954, 891.0146935742652]","[114.32729079229888, 30.504778546639216]",14.72,-268599172#0,-268599172#0_0,2313.86,16.5,()
2023-03-02 06:44:40.730,37,"[1211.4330089597242, 1712.7140702197917]","[114.31550758212568, 30.511947210704438]",80.58,231793627#0,231793627#0_0,1797.98,92.48,()
2023-03-02 06:44:40.730,38,"[2564.912694925643, 1258.6834925815463]","[114.32971034196382, 30.508144222422732]",55.77,-688038729#1,-688038729#1_0,1478.33,194.28,()
2023-03-02 06:44:40.732,41,"[1116.441997310938, 976.7153000400957]","[114.31470109951249, 30.505292557500145]",93.05,-70203362#5,-70203362#5_0,1613.52,178.35,()
2023-03-02 06:44:40.733,43,"[1677.1059636833265, 1849.8442680193252]","[114.32032167112438, 30.513283138746942]",85.81,231793617#1,231793617#1_0,1933.91,16.93,()
2023-03-02 06:44:40.734,45,"[508.313562767939, 1162.7107115442152]","[114.30832427680322, 30.506838442980744]",18.1,236669232#5,236669232#5_0,1692.32,183.15,()
2023-03-02 06:44:40.734,46,"[1829.328918648449, 1720.8647885097987]","[114.32193834529663, 30.512153114131603]",104.36,-642235997#1,-642235997#1_0,1423.06,88.25,()
2023-03-02 06:44:40.735,47,"[489.88932055530717, 832.407853090396]","[114.30821454091922, 30.50385715577144]",80.1,231808165#1,231808165#1_1,1394.09,182.13,()
2023-03-02 06:44:40.736,48,"[1203.834737451088, 2318.159883786233]","[114.31527840190112, 30.517403044724027]",33.22,231791571,231791571_0,1042.03,61.3,()
2023-03-02 06:44:40.737,49,"[2813.9087815555836, 1493.5371002313866]","[114.33224467371308, 30.51031433127846]",33.1,:7239273289_7,:7239273289_7_0,615.52,82.5,()
2023-03-02 06:44:40.737,50,"[1976.568001894039, 1719.9450875049502]","[114.32347145370696, 30.512176334793374]",39.65,779834469#7,779834469#7_0,668.51,282.84,()
2023-03-02 06:44:40.738,51,"[1822.4459314773032, 1723.8489832514974]","[114.32186594989408, 30.512178540219267]",63.09,642235997#1,642235997#1_0,681.49,268.04,()
2023-03-02 06:44:40.739,52,"[845.0879625693127, 1725.1613369148795]","[114.31169057533259, 30.51198074169138]",111.99,-236669235#2,-236669235#2_0,842.97,270.99,()
2023-03-02 06:44:40.740,53,"[1487.3262613778784, 1712.7260591105146]","[114.31837983784645, 30.512006489748913]",99.74,231793627#3,231793627#3_0,1259.05,89.37,()
2023-03-02 06:44:40.742,54,"[1696.6575844888387, 1914.2110023104394]","[114.32050929796155, 30.513867528463763]",91.75,231793617#2,231793617#2_0,797.38,16.9,()
2023-03-02 06:44:40.742,56,"[668.3096721142053, 1725.4549304870957]","[114.30985011552058, 30.51194538723068]",33.65,236669235#0,236669235#0_0,811.09,91.2,()
2023-03-02 06:44:40.742,57,"[1816.434110030801, 2288.096474081472]","[114.3216638293669, 30.517263384263856]",77.65,799269880,799269880_0,882.69,16.08,()
2023-03-02 06:44:40.745,58,"[527.5260317905805, 1453.182574064522]","[114.30845211456405, 30.509460865607046]",66.02,:2751749780_0,:2751749780_0_1,471.68,183.16,()
2023-03-02 06:44:40.746,59,"[561.2622119119991, 2053.243429488308]","[114.30865422878625, 30.514877020222706]",47.45,231793625#0,231793625#0_0,676.85,182.97,()
2023-03-02 06:44:40.747,60,"[1470.9787534723698, 1861.1781873969855]","[114.31817289143282, 30.513341130568815]",46.51,231791586#2,231791586#2_0,360.54,3.62,()
2023-03-02 06:44:40.748,61,"[2204.882166776954, 948.7954304220525]","[114.32603875079144, 30.505273982005946]",80.5,231820215#1,231820215#1_1,373.12,290.72,()
2023-03-02 06:44:40.749,62,"[2700.5224540012478, 2394.213633531125]","[114.33084228332797, 30.51840891431873]",31.31,97049435#2,97049435#2_1,329.81,232.68,()
2023-03-02 06:44:40.750,63,"[2329.623598030489, 2148.109440299879]","[114.32704139870422, 30.516111313333223]",87.96,-134626495,-134626495_0,594.56,68.67,()
2023-03-02 06:44:40.752,64,"[1620.7831620993531, 543.1594370686064]","[114.320058555012, 30.50149261030837]",61.67,998139966#1,998139966#1_0,279.1,0.55,"(('3684963096', 5, 2679.8439284167202, 'y'), ('2401503980', 5, 2855.77392841672, 'r'), ('3799178055', 0, 2872.8039284167203, 'G'))"
2023-03-02 06:44:40.753,65,"[722.540271252084, 1665.0611736042388]","[114.31042968997475, 30.511412662624664]",36.0,:2751749673_7,:2751749673_7_0,244.45,91.72,()
2023-03-02 06:44:40.755,66,"[1713.20623736858, 474.5429459600676]","[114.3210376127298, 30.50089388919545]",43.61,-345687070#0,-345687070#0_0,175.12,181.76,()
2023-03-02 06:44:40.756,67,"[1010.9198463301515, 2377.4201025910493]","[114.313255201916, 30.517895790528563]",36.57,:2401209472_4,:2401209472_4_0,104.67,355.74,"(('838310065', 0, 531.0517608231621, 'r'),)"
2023-03-02 06:44:40.757,68,"[1229.8717993183195, 2336.0665496158176]","[114.31554504340828, 30.517570042912805]",25.05,-231791571,-231791571_0,123.76,244.86,()
2023-03-02 06:44:40.758,69,"[1401.9372744535747, 1542.224464356651]","[114.31753309639335, 30.51045128493631]",18.81,-268013263#0,-268013263#0_0,88.23,262.98,()
2023-03-02 06:44:40.759,70,"[2259.251409169785, 1138.3032937773955]","[114.32655797897635, 30.506993833899394]",25.19,:10102443100_1,:10102443100_1_0,61.01,193.13,()
2023-03-02 06:44:40.760,71,"[1441.3664935471513, 1608.5416572769423]","[114.31792715824592, 30.511057520630533]",44.24,-268013268#1,-268013268#1_0,42.63,271.19,()
2023-03-02 06:44:40.761,72,"[2554.3715153642383, 847.3869189719686]","[114.32970197823796, 30.504434513430823]",17.85,-725894815#2,-725894815#2_0,9.38,19.16,()
2023-03-02 06:44:40.762,73,"[802.1019026548672, 2293.0217367256637]","[114.31110208154485, 30.517090157254522]",0.0,231791565#5,231791565#5_0,0.0,232.17,()
2023-03-02 06:44:40.766,11,"[538.8152906060446, 1679.040139753467]","[114.30851352285735, 30.51149915527607]",54.71,236669232#0,236669232#0_1,3102.75,180.85,()
2023-03-02 06:44:40.767,14,"[1328.1133588425212, 1715.39219814679]","[114.3167216488739, 30.511996383490363]",95.4,-231793627#1,-231793627#1_0,2523.66,269.93,()
2023-03-02 06:44:40.768,17,"[538.7926362668095, 1533.2080518401622]","[114.30854952180088, 30.51018463235606]",92.25,457336155#3,457336155#3_0,3419.01,3.15,()
2023-03-02 06:44:40.769,19,"[1059.112166992925, 1721.4058472142772]","[114.31391965449252, 30.51199286256713]",54.59,-236669235#5,-236669235#5_0,3364.75,270.64,()
2023-03-02 06:44:40.770,20,"[1015.7072301929217, 2338.250837717061]","[114.31331476284933, 30.517543749421545]",69.64,231793622#1,231793622#1_0,2489.87,347.28,"(('838310065', 0, 570.5895029218627, 'r'),)"
2023-03-02 06:44:40.771,23,"[2277.317712815291, 704.0224234855044]","[114.32685320364321, 30.50308306098156]",43.7,:2739341927_0,:2739341927_0_0,2985.94,193.03,()
2023-03-02 06:44:40.772,24,"[2175.2736706821706, 953.3343708458546]","[114.3257294023737, 30.505308568487575]",79.15,-231820215#1,-231820215#1_0,2553.71,111.05,()
2023-03-02 06:44:40.773,25,"[2715.7502370153798, 1819.8387836198667]","[114.33114237664579, 30.51323470601772]",26.98,:2483380333_2,:2483380333_2_0,2163.54,51.27,()
2023-03-02 06:44:40.774,29,"[1631.582781991499, 1313.0687357376137]","[114.31998054125987, 30.508434892135256]",90.76,161503499#2,161503499#2_0,2547.35,0.74,()
2023-03-02 06:44:40.774,30,"[737.8051257847419, 1727.2275164881569]","[114.3105731717738, 30.511976307280936]",116.83,:2751749653_0,:2751749653_0_0,2264.92,271.19,()
2023-03-02 06:44:40.775,31,"[1993.853802389859, 1718.6267597805843]","[114.32365173913286, 30.5121681495338]",24.34,:6805911915_2,:6805911915_2_0,1745.87,316.55,()
2023-03-02 06:44:40.776,32,"[1499.0151010375569, 2082.6033603378996]","[114.31840995290389, 30.515343063571546]",100.15,231793626#1,231793626#1_0,1676.18,274.53,()
2023-03-02 06:44:40.777,33,"[623.9662889881116, 2595.2682953110775]","[114.30917236516146, 30.519776273496845]",25.16,-231791573,-231791573_0,2888.37,93.59,()
2023-03-02 06:44:40.777,37,"[1235.3134257314844, 1712.0802231671812]","[114.31575635217465, 30.511946621372275]",86.02,231793627#0,231793627#0_0,1821.87,89.94,()
2023-03-02 06:44:40.778,38,"[2561.8108078587306, 1246.4952358442622]","[114.32968105418749, 30.50803369453067]",45.28,-688038729#1,-688038729#1_0,1490.91,194.28,()
2023-03-02 06:44:40.779,41,"[1117.2331911076687, 949.302708267481]","[114.31471612988194, 30.50504563105208]",98.75,:2751749855_6,:2751749855_6_0,1640.95,178.35,()
2023-03-02 06:44:40.780,43,"[1684.6574486519394, 1874.7085567047384]","[114.32039413768085, 30.513508883001474]",93.56,231793617#1,231793617#1_0,1959.89,16.89,()
2023-03-02 06:44:40.781,45,"[507.8279022577671, 1155.6193553062726]","[114.30832098284831, 30.506774417591327]",25.64,:1148784410_1,:1148784410_1_0,1699.44,184.01,()
2023-03-02 06:44:40.781,46,"[1859.5172053432163, 1720.4383368761924]","[114.32225273566314, 30.512155732200004]",108.69,-642235997#1,-642235997#1_0,1453.25,90.81,()
2023-03-02 06:44:40.782,47,"[489.23052530471296, 814.6707211607778]","[114.3082120893956, 30.503697132922973]",63.9,231808165#1,231808165#1_1,1411.84,182.13,()
2023-03-02 06:44:40.782,48,"[1213.2859431003494, 2323.333810365523]","[114.3153755188478, 30.51745171082351]",38.79,231791571,231791571_0,1052.8,61.3,()
2023-03-02 06:44:40.784,49,"[2824.6598635737464, 1494.70367637744]","[114.33235631287322, 30.510327139393038]",38.94,:7239273289_7,:7239273289_7_0,626.34,84.65,()
2023-03-02 06:44:40.785,50,"[1965.9742591858717, 1722.3593167077033]","[114.32336056738423, 30.512195830128856]",39.12,779834469#7,779834469#7_0,679.38,282.84,()
2023-03-02 06:44:40.786,51,"[1802.559796186813, 1723.170095015023]","[114.3216590867224, 30.512168163352634]",71.63,642235997#1,642235997#1_0,701.39,268.04,()
2023-03-02 06:44:40.786,52,"[812.9606697202506, 1725.7188770023588]","[114.31135596886347, 30.511978863053013]",115.67,-236669235#2,-236669235#2_0,875.1,270.99,()
2023-03-02 06:44:40.787,53,"[1515.0680635477843, 1713.0342292897176]","[114.31866857530122, 30.5120152138942]",99.84,231793627#4,231793627#4_0,1286.78,89.36,()
2023-03-02 06:44:40.788,54,"[1704.6133519442267, 1940.4010051132364]","[114.32058564631205, 30.51410530922864]",98.54,231793617#2,231793617#2_0,824.75,16.9,()
2023-03-02 06:44:40.789,56,"[673.2141861187102, 1725.3522160430132]","[114.30990120044, 30.511945516012357]",17.66,236669235#0,236669235#0_0,815.99,91.2,()
2023-03-02 06:44:40.789,57,"[1822.3918800141803, 2308.7588236407382]","[114.32172074774441, 30.517450910462752]",77.41,799269880,799269880_0,904.2,16.08,()
2023-03-02 06:44:40.790,58,"[526.3980798582044, 1432.7613510853257]","[114.30844544602536, 30.509276547750442]",73.62,236669232#4,236669232#4_1,492.13,183.16,()
2023-03-02 06:44:40.791,59,"[560.4723569072426, 2038.0266310293252]","[114.30864978694721, 30.514739687426584]",54.85,231793625#0,231793625#0_0,692.08,182.97,()
2023-03-02 06:44:40.792,60,"[1471.8257209687315, 1874.547733786761]","[114.31817839878231, 30.513461825005653]",48.22,231791586#2,231791586#2_0,373.93,3.62,()
2023-03-02 06:44:40.793,61,"[2182.7241184026993, 957.3234565200682]","[114.32580597788092, 30.505346118644198]",85.47,231820215#1,231820215#1_1,396.86,291.05,()
2023-03-02 06:44:40.794,62,"[2693.6172364297367, 2388.9493762894276]","[114.33077168680566, 30.51835998834211]",31.26,97049435#2,97049435#2_1,338.49,232.68,()
2023-03-02 06:44:40.794,63,"[2352.4380563214345, 2157.173336747423]","[114.32727668972237, 30.516197890721088]",88.38,-134626495,-134626495_0,619.11,67.6,()
2023-03-02 06:44:40.796,64,"[1620.9611297030144, 561.6386787038423]","[114.3200558374107, 30.50165922054921]",66.53,998139966#1,998139966#1_0,297.58,0.55,"(('3684963096', 5, 2661.3630540511754, 'y'), ('2401503980', 5, 2837.293054051175, 'r'), ('3799178055', 0, 2854.3230540511754, 'G'))"
2023-03-02 06:44:40.796,65,"[729.595744781686, 1664.8513243111556]","[114.31050319411236, 30.51141228787457]",25.42,:2751749673_7,:2751749673_7_0,251.51,91.7,()
2023-03-02 06:44:40.797,66,"[1712.835730805093, 462.48207516007756]","[114.32103673755364, 30.5007850929317]",43.44,-345687070#0,-345687070#0_0,187.18,181.76,()
2023-03-02 06:44:40.798,67,"[1010.0464673814017, 2389.0719187572004]","[114.31324321798296, 30.518000631697582]",42.07,231793622#3,231793622#3_0,116.35,355.71,"(('838310065', 0, 519.3668684778539, 'r'),)"
2023-03-02 06:44:40.799,68,"[1222.0918689733244, 2331.8075386609416]","[114.31546509966412, 30.517529982635292]",31.93,-231791571,-231791571_0,132.63,241.3,()
